"","id","cost","status","xloc","yloc"
"80",415,207846.0969116,0,1110622.99,-4545440.83423
"81",416,207846.0969092,0,1122622.99,-4545440.83423
"82",417,415692.1938184,0,1134622.99,-4545440.83423
"83",418,207846.0969092,2,1146622.99,-4545440.83423
"84",419,207846.0969067,0,1158622.99,-4545440.83423
"85",420,207846.0969067,0,1170622.99,-4545440.83423
"86",421,9418.1276807,0,1182622.99,-4545440.83423
"87",434,7443.5094019,0,1338622.99,-4545440.83423
"88",437,382046.165293,0,1374622.99,-4545440.83423
"89",441,103923.0484558,0,1092622.99,-4548904.93584
"90",442,207846.0969067,0,1104622.99,-4548904.93584
"91",443,138564.0646061,0,1116622.99,-4548904.93584
"92",444,103923.0484534,0,1128622.99,-4548904.93584
"93",445,103923.0484534,0,1140622.99,-4548904.93584
"94",446,103923.0484546,0,1152622.99,-4548904.93584
"95",447,207846.0969165,0,1164622.99,-4548904.93584
"96",448,137632.4581494,0,1176622.99,-4548904.93584
"97",449,9998.4045605,0,1188622.99,-4548904.93584
"98",462,125203.1635181,0,1344622.99,-4548904.93584
"99",464,82198.6704578,0,1368622.99,-4548904.93584
"100",465,77715.0079651,0,1380622.99,-4548904.93584
"101",468,142206.1246582,0,1086622.99,-4552369.03746
"102",469,103923.0484534,0,1098622.99,-4552369.03746
"103",470,103923.0484509,0,1110622.99,-4552369.03746
"104",471,103923.0484546,0,1122622.99,-4552369.03746
"105",472,207846.0969092,0,1134622.99,-4552369.03746
"106",473,138564.0646061,0,1146622.99,-4552369.03746
"107",474,103923.0484521,0,1158622.99,-4552369.03746
"108",475,103923.0484558,0,1170622.99,-4552369.03746
"109",476,88130.0504431,0,1182622.99,-4552369.03746
"110",477,10364.6144629,0,1194622.99,-4552369.03746
"111",487,648.6338477,0,1314622.99,-4552369.03746
"112",489,73674.2414512,0,1338622.99,-4552369.03746
"113",490,120443.1034521,0,1350622.99,-4552369.03746
"114",491,89340.8284253,0,1362622.99,-4552369.03746
"115",492,207846.0969141,0,1374622.99,-4552369.03746
"116",493,186057.2730078,0,1386622.99,-4552369.03746
"117",496,207846.0969067,0,1092622.99,-4555833.13907
"118",497,415692.1938232,0,1104622.99,-4555833.13907
"119",498,207846.0969067,0,1116622.99,-4555833.13907
"120",499,207846.0969067,0,1128622.99,-4555833.13907
"121",500,207846.0969092,0,1140622.99,-4555833.13907
"122",501,207846.0969067,0,1152622.99,-4555833.13907
"123",502,415692.1938184,0,1164622.99,-4555833.13907
"124",503,207846.0969067,0,1176622.99,-4555833.13907
"125",504,200660.2501367,0,1188622.99,-4555833.13907
"126",505,10543.6154574,0,1200622.99,-4555833.13907
"127",512,75679.805166,0,1284622.99,-4555833.13907
"128",513,20.2920752,0,1296622.99,-4555833.13907
"129",514,74715.2429199,0,1308622.99,-4555833.13907
"130",516,193622.70271,0,1332622.99,-4555833.13907
"131",517,415692.1938232,0,1344622.99,-4555833.13907
"132",518,145988.357478,0,1356622.99,-4555833.13907
"133",519,207846.0969092,0,1368622.99,-4555833.13907
"134",520,207846.0969092,0,1380622.99,-4555833.13907
"135",521,39056.196355,0,1392622.99,-4555833.13907
"136",523,72318.6807507,0,1086622.99,-4559297.24069
"137",524,103923.0484546,0,1098622.99,-4559297.24069
"138",525,207846.0969092,2,1110622.99,-4559297.24069
"139",526,207846.0969092,0,1122622.99,-4559297.24069
"140",527,207846.0969067,0,1134622.99,-4559297.24069
"141",528,103923.0484558,0,1146622.99,-4559297.24069
"142",529,103923.0484558,2,1158622.99,-4559297.24069
"143",530,103923.0484521,0,1170622.99,-4559297.24069
"144",531,103923.0484546,0,1182622.99,-4559297.24069
"145",532,206710.9219604,0,1194622.99,-4559297.24069
"146",533,14871.6580176,0,1206622.99,-4559297.24069
"147",538,862.1711377,0,1266622.99,-4559297.24069
"148",539,35606.7768441,0,1278622.99,-4559297.24069
"149",540,63589.6641235,0,1290622.99,-4559297.24069
"150",541,50045.9445508,0,1302622.99,-4559297.24069
"151",542,152637.8568359,0,1314622.99,-4559297.24069
"152",543,25776.6000651,0,1326622.99,-4559297.24069
"153",544,138564.0646045,0,1338622.99,-4559297.24069
"154",545,103923.0484534,0,1350622.99,-4559297.24069
"155",546,103923.0484546,0,1362622.99,-4559297.24069
"156",547,207846.0969043,0,1374622.99,-4559297.24069
"157",548,103923.0484558,0,1386622.99,-4559297.24069
"158",551,138564.0646045,0,1092622.99,-4562761.3423
"159",552,207846.0969043,0,1104622.99,-4562761.3423
"160",553,415692.1938086,0,1116622.99,-4562761.3423
"161",554,103923.0484534,0,1128622.99,-4562761.3423
"162",555,103923.0484521,0,1140622.99,-4562761.3423
"163",556,138564.0646029,0,1152622.99,-4562761.3423
"164",557,207846.0969043,0,1164622.99,-4562761.3423
"165",558,138564.0646012,0,1176622.99,-4562761.3423
"166",559,103923.0484534,0,1188622.99,-4562761.3423
"167",560,80285.1635088,0,1200622.99,-4562761.3423
"168",561,6834.6795898,0,1212622.99,-4562761.3423
"169",565,45822.3400366,0,1260622.99,-4562761.3423
"170",566,115239.2643376,0,1272622.99,-4562761.3423
"171",567,207846.0969116,0,1284622.99,-4562761.3423
"172",568,113883.6024935,0,1296622.99,-4562761.3423
"173",569,103923.0484558,0,1308622.99,-4562761.3423
"174",570,98690.4884351,0,1320622.99,-4562761.3423
"175",571,207846.0969092,0,1332622.99,-4562761.3423
"176",572,207846.0969116,0,1344622.99,-4562761.3423
"177",573,138564.0646061,0,1356622.99,-4562761.3423
"178",574,103923.0484558,0,1368622.99,-4562761.3423
"179",575,103923.0484546,0,1380622.99,-4562761.3423
"180",576,109486.7367399,2,1392622.99,-4562761.3423
"181",578,114633.1023096,0,1086622.99,-4566225.44392
"182",579,207846.0969067,0,1098622.99,-4566225.44392
"183",580,415692.1938184,0,1110622.99,-4566225.44392
"184",581,415692.1938135,0,1122622.99,-4566225.44392
"185",582,415692.1938184,0,1134622.99,-4566225.44392
"186",583,207846.0969067,0,1146622.99,-4566225.44392
"187",584,207846.0969092,0,1158622.99,-4566225.44392
"188",585,207846.0969092,0,1170622.99,-4566225.44392
"189",586,207846.0969092,0,1182622.99,-4566225.44392
"190",587,415692.1938184,0,1194622.99,-4566225.44392
"191",588,199336.9502905,0,1206622.99,-4566225.44392
"192",589,37367.5866431,0,1218622.99,-4566225.44392
"193",591,50983.6393213,0,1242622.99,-4566225.44392
"194",592,194248.0651563,0,1254622.99,-4566225.44392
"195",593,81095.7567171,0,1266622.99,-4566225.44392
"196",594,207846.0969092,0,1278622.99,-4566225.44392
"197",595,207846.0969092,0,1290622.99,-4566225.44392
"198",596,207846.0969067,0,1302622.99,-4566225.44392
"199",597,415692.1938184,0,1314622.99,-4566225.44392
"200",598,207846.0969116,0,1326622.99,-4566225.44392
"201",599,207846.0969092,0,1338622.99,-4566225.44392
"202",600,207846.0969092,0,1350622.99,-4566225.44392
"203",601,207846.0969116,0,1362622.99,-4566225.44392
"204",602,415692.1938184,0,1374622.99,-4566225.44392
"205",603,207846.0969116,0,1386622.99,-4566225.44392
"206",604,53903.037832,0,1398622.99,-4566225.44392
"207",606,103923.0484546,0,1092622.99,-4569689.54553
"208",607,415692.1938232,0,1104622.99,-4569689.54553
"209",608,207846.0969141,0,1116622.99,-4569689.54553
"210",609,103923.0484546,0,1128622.99,-4569689.54553
"211",610,103923.0484558,0,1140622.99,-4569689.54553
"212",611,138564.0646045,2,1152622.99,-4569689.54553
"213",612,207846.0969116,0,1164622.99,-4569689.54553
"214",613,103923.0484546,0,1176622.99,-4569689.54553
"215",614,103923.0484546,0,1188622.99,-4569689.54553
"216",615,103923.0484546,0,1200622.99,-4569689.54553
"217",616,97121.5872839,0,1212622.99,-4569689.54553
"218",617,122466.4288135,0,1224622.99,-4569689.54553
"219",618,37775.5508899,0,1236622.99,-4569689.54553
"220",619,45771.9228394,0,1248622.99,-4569689.54553
"221",620,103923.0484534,0,1260622.99,-4569689.54553
"222",621,103923.0484534,0,1272622.99,-4569689.54553
"223",622,207846.0969067,0,1284622.99,-4569689.54553
"224",623,103923.0484546,0,1296622.99,-4569689.54553
"225",624,103923.0484534,0,1308622.99,-4569689.54553
"226",625,103923.0484534,0,1320622.99,-4569689.54553
"227",626,103923.0484521,0,1332622.99,-4569689.54553
"228",627,207846.0969092,0,1344622.99,-4569689.54553
"229",628,103923.0484521,0,1356622.99,-4569689.54553
"230",629,103923.0484546,0,1368622.99,-4569689.54553
"231",630,103923.0484558,0,1380622.99,-4569689.54553
"232",631,103923.048457,2,1392622.99,-4569689.54553
"233",633,21198.1737663,0,1086622.99,-4573153.64715
"234",634,138564.0646077,0,1098622.99,-4573153.64715
"235",635,415692.1938135,0,1110622.99,-4573153.64715
"236",636,207846.0969092,0,1122622.99,-4573153.64715
"237",637,207846.0969067,0,1134622.99,-4573153.64715
"238",638,207846.0969067,2,1146622.99,-4573153.64715
"239",639,103923.0484534,0,1158622.99,-4573153.64715
"240",640,103923.0484534,0,1170622.99,-4573153.64715
"241",641,138564.0646094,0,1182622.99,-4573153.64715
"242",642,207846.0969067,0,1194622.99,-4573153.64715
"243",643,138564.0646012,0,1206622.99,-4573153.64715
"244",644,103923.0484521,0,1218622.99,-4573153.64715
"245",645,175998.304585,0,1230622.99,-4573153.64715
"246",646,132199.32507,0,1242622.99,-4573153.64715
"247",647,207846.0969067,0,1254622.99,-4573153.64715
"248",648,82182.4484707,0,1266622.99,-4573153.64715
"249",649,103923.0484546,0,1278622.99,-4573153.64715
"250",650,103923.0484534,0,1290622.99,-4573153.64715
"251",651,138564.0646094,0,1302622.99,-4573153.64715
"252",652,207846.0969067,0,1314622.99,-4573153.64715
"253",653,138564.0646045,0,1326622.99,-4573153.64715
"254",654,103923.0484546,0,1338622.99,-4573153.64715
"255",655,103923.0484521,0,1350622.99,-4573153.64715
"256",656,138564.0646061,0,1362622.99,-4573153.64715
"257",657,207846.0969092,0,1374622.99,-4573153.64715
"258",658,138564.0646029,0,1386622.99,-4573153.64715
"259",659,59509.5572681,0,1398622.99,-4573153.64715
"260",661,110568.3671126,0,1092622.99,-4576617.74876
"261",662,415692.1938184,0,1104622.99,-4576617.74876
"262",663,138564.0646045,0,1116622.99,-4576617.74876
"263",664,103923.0484534,0,1128622.99,-4576617.74876
"264",665,207846.0969092,0,1140622.99,-4576617.74876
"265",666,207846.0969092,0,1152622.99,-4576617.74876
"266",667,207846.0969116,0,1164622.99,-4576617.74876
"267",668,138564.0646045,0,1176622.99,-4576617.74876
"268",669,103923.0484534,0,1188622.99,-4576617.74876
"269",670,103923.0484546,0,1200622.99,-4576617.74876
"270",671,138564.0646061,0,1212622.99,-4576617.74876
"271",672,207846.0969116,0,1224622.99,-4576617.74876
"272",673,138564.0646077,0,1236622.99,-4576617.74876
"273",674,103923.0484546,0,1248622.99,-4576617.74876
"274",675,103923.0484534,0,1260622.99,-4576617.74876
"275",676,138564.0646045,0,1272622.99,-4576617.74876
"276",677,207846.0969067,0,1284622.99,-4576617.74876
"277",678,138564.0646029,0,1296622.99,-4576617.74876
"278",679,103923.0484546,0,1308622.99,-4576617.74876
"279",680,103923.0484521,0,1320622.99,-4576617.74876
"280",681,138564.0646029,0,1332622.99,-4576617.74876
"281",682,207846.0969092,0,1344622.99,-4576617.74876
"282",683,138564.0646061,0,1356622.99,-4576617.74876
"283",684,103923.0484546,0,1368622.99,-4576617.74876
"284",685,103923.0484546,0,1380622.99,-4576617.74876
"285",686,120423.2459424,0,1392622.99,-4576617.74876
"286",688,6662.1847803,0,1086622.99,-4580081.85038
"287",689,138564.0646061,0,1098622.99,-4580081.85038
"288",690,207846.0969116,0,1110622.99,-4580081.85038
"289",691,103923.0484558,0,1122622.99,-4580081.85038
"290",692,207846.0969092,0,1134622.99,-4580081.85038
"291",693,207846.0969116,2,1146622.99,-4580081.85038
"292",694,103923.0484546,0,1158622.99,-4580081.85038
"293",695,103923.0484558,0,1170622.99,-4580081.85038
"294",696,103923.0484558,0,1182622.99,-4580081.85038
"295",697,207846.0969092,0,1194622.99,-4580081.85038
"296",698,103923.048457,0,1206622.99,-4580081.85038
"297",699,103923.0484534,0,1218622.99,-4580081.85038
"298",700,103923.0484558,0,1230622.99,-4580081.85038
"299",701,103923.0484558,0,1242622.99,-4580081.85038
"300",702,207846.0969092,0,1254622.99,-4580081.85038
"301",703,103923.048457,0,1266622.99,-4580081.85038
"302",704,103923.0484546,0,1278622.99,-4580081.85038
"303",705,103923.0484534,0,1290622.99,-4580081.85038
"304",706,103923.048457,0,1302622.99,-4580081.85038
"305",707,207846.0969043,0,1314622.99,-4580081.85038
"306",708,103923.0484558,0,1326622.99,-4580081.85038
"307",709,103923.0484534,0,1338622.99,-4580081.85038
"308",710,103923.0484534,0,1350622.99,-4580081.85038
"309",711,103923.0484558,0,1362622.99,-4580081.85038
"310",712,207846.0969092,0,1374622.99,-4580081.85038
"311",713,103923.0484534,0,1386622.99,-4580081.85038
"312",716,182978.5292798,0,1092622.99,-4583545.95199
"313",717,415692.1938184,0,1104622.99,-4583545.95199
"314",718,207846.0969067,0,1116622.99,-4583545.95199
"315",719,207846.0969092,0,1128622.99,-4583545.95199
"316",720,415692.1938184,0,1140622.99,-4583545.95199
"317",721,207846.0969092,0,1152622.99,-4583545.95199
"318",722,415692.1938184,0,1164622.99,-4583545.95199
"319",723,207846.0969067,0,1176622.99,-4583545.95199
"320",724,207846.0969092,0,1188622.99,-4583545.95199
"321",725,207846.0969092,0,1200622.99,-4583545.95199
"322",726,207846.0969067,0,1212622.99,-4583545.95199
"323",727,415692.1938184,0,1224622.99,-4583545.95199
"324",728,207846.0969092,0,1236622.99,-4583545.95199
"325",729,207846.0969092,0,1248622.99,-4583545.95199
"326",730,207846.0969092,0,1260622.99,-4583545.95199
"327",731,207846.0969067,0,1272622.99,-4583545.95199
"328",732,415692.1938184,0,1284622.99,-4583545.95199
"329",733,207846.0969067,0,1296622.99,-4583545.95199
"330",734,207846.0969092,0,1308622.99,-4583545.95199
"331",735,207846.0969067,0,1320622.99,-4583545.95199
"332",736,207846.0969067,0,1332622.99,-4583545.95199
"333",737,415692.1938184,0,1344622.99,-4583545.95199
"334",738,207846.0969092,0,1356622.99,-4583545.95199
"335",739,207846.0969067,0,1368622.99,-4583545.95199
"336",740,207846.0969092,0,1380622.99,-4583545.95199
"337",741,96178.1666089,0,1392622.99,-4583545.95199
"338",743,390.6073486,0,1086622.99,-4587010.05361
"339",744,138564.0646077,0,1098622.99,-4587010.05361
"340",745,138564.0646061,0,1110622.99,-4587010.05361
"341",746,138564.0646012,0,1122622.99,-4587010.05361
"342",747,207846.0969067,0,1134622.99,-4587010.05361
"343",748,207846.0969092,0,1146622.99,-4587010.05361
"344",749,103923.0484521,0,1158622.99,-4587010.05361
"345",750,103923.0484534,0,1170622.99,-4587010.05361
"346",751,138564.0646045,0,1182622.99,-4587010.05361
"347",752,207846.0969043,0,1194622.99,-4587010.05361
"348",753,138564.0646045,0,1206622.99,-4587010.05361
"349",754,103923.0484534,0,1218622.99,-4587010.05361
"350",755,103923.0484534,0,1230622.99,-4587010.05361
"351",756,138564.0646061,0,1242622.99,-4587010.05361
"352",757,207846.0969043,0,1254622.99,-4587010.05361
"353",758,138564.0646061,0,1266622.99,-4587010.05361
"354",759,103923.0484534,0,1278622.99,-4587010.05361
"355",760,103923.0484521,0,1290622.99,-4587010.05361
"356",761,138564.0646045,0,1302622.99,-4587010.05361
"357",762,207846.0969067,0,1314622.99,-4587010.05361
"358",763,138564.0646029,0,1326622.99,-4587010.05361
"359",764,103923.0484534,0,1338622.99,-4587010.05361
"360",765,103923.0484521,0,1350622.99,-4587010.05361
"361",766,138564.0646077,2,1362622.99,-4587010.05361
"362",767,207846.0969067,0,1374622.99,-4587010.05361
"363",768,138564.0646045,0,1386622.99,-4587010.05361
"364",771,103777.9061035,0,1092622.99,-4590474.15522
"365",772,415692.1938135,0,1104622.99,-4590474.15522
"366",773,103923.0484583,0,1116622.99,-4590474.15522
"367",774,103923.0484521,0,1128622.99,-4590474.15522
"368",775,207846.0969067,0,1140622.99,-4590474.15522
"369",776,138564.0646077,0,1152622.99,-4590474.15522
"370",777,207846.0969043,0,1164622.99,-4590474.15522
"371",778,103923.0484534,0,1176622.99,-4590474.15522
"372",779,103923.0484558,0,1188622.99,-4590474.15522
"373",780,103923.0484546,0,1200622.99,-4590474.15522
"374",781,103923.0484546,0,1212622.99,-4590474.15522
"375",782,207846.0969092,0,1224622.99,-4590474.15522
"376",783,103923.0484509,0,1236622.99,-4590474.15522
"377",784,103923.0484546,0,1248622.99,-4590474.15522
"378",785,103923.0484546,0,1260622.99,-4590474.15522
"379",786,103923.0484558,0,1272622.99,-4590474.15522
"380",787,207846.0969092,0,1284622.99,-4590474.15522
"381",788,103923.0484509,0,1296622.99,-4590474.15522
"382",789,103923.0484546,0,1308622.99,-4590474.15522
"383",790,103923.048457,0,1320622.99,-4590474.15522
"384",791,103923.0484546,0,1332622.99,-4590474.15522
"385",792,207846.0969043,0,1344622.99,-4590474.15522
"386",793,103923.0484534,0,1356622.99,-4590474.15522
"387",794,103923.0484534,2,1368622.99,-4590474.15522
"388",795,103923.0484546,0,1380622.99,-4590474.15522
"389",796,22264.7528115,0,1392622.99,-4590474.15522
"390",799,207846.0969092,0,1098622.99,-4593938.25684
"391",800,207846.0969067,0,1110622.99,-4593938.25684
"392",801,207846.0969067,0,1122622.99,-4593938.25684
"393",802,415692.1938184,0,1134622.99,-4593938.25684
"394",803,207846.0969092,0,1146622.99,-4593938.25684
"395",804,207846.0969067,0,1158622.99,-4593938.25684
"396",805,207846.0969067,0,1170622.99,-4593938.25684
"397",806,207846.0969067,0,1182622.99,-4593938.25684
"398",807,415692.1938184,0,1194622.99,-4593938.25684
"399",808,207846.0969067,0,1206622.99,-4593938.25684
"400",809,207846.0969092,0,1218622.99,-4593938.25684
"401",810,207846.0969092,0,1230622.99,-4593938.25684
"402",811,207846.0969092,0,1242622.99,-4593938.25684
"403",812,415692.1938135,0,1254622.99,-4593938.25684
"404",813,207846.0969067,0,1266622.99,-4593938.25684
"405",814,207846.0969092,0,1278622.99,-4593938.25684
"406",815,207846.0969067,0,1290622.99,-4593938.25684
"407",816,207846.0969067,0,1302622.99,-4593938.25684
"408",817,415692.1938184,0,1314622.99,-4593938.25684
"409",818,207846.0969116,2,1326622.99,-4593938.25684
"410",819,207846.0969067,0,1338622.99,-4593938.25684
"411",820,207846.0969067,0,1350622.99,-4593938.25684
"412",821,207846.0969067,0,1362622.99,-4593938.25684
"413",822,415692.1938184,0,1374622.99,-4593938.25684
"414",823,207846.0969067,0,1386622.99,-4593938.25684
"415",826,13351.2604541,0,1092622.99,-4597402.35845
"416",827,207846.0969116,0,1104622.99,-4597402.35845
"417",828,138564.0646061,0,1116622.99,-4597402.35845
"418",829,138564.0646061,0,1128622.99,-4597402.35845
"419",830,207846.0969067,0,1140622.99,-4597402.35845
"420",831,207846.0969092,0,1152622.99,-4597402.35845
"421",832,207846.0969116,0,1164622.99,-4597402.35845
"422",833,138564.0646045,0,1176622.99,-4597402.35845
"423",834,103923.0484546,0,1188622.99,-4597402.35845
"424",835,103923.0484546,0,1200622.99,-4597402.35845
"425",836,138564.0646077,0,1212622.99,-4597402.35845
"426",837,207846.0969067,0,1224622.99,-4597402.35845
"427",838,138564.0646029,0,1236622.99,-4597402.35845
"428",839,103923.0484546,0,1248622.99,-4597402.35845
"429",840,103923.0484534,0,1260622.99,-4597402.35845
"430",841,138564.0646061,0,1272622.99,-4597402.35845
"431",842,207846.0969067,0,1284622.99,-4597402.35845
"432",843,138564.0646061,0,1296622.99,-4597402.35845
"433",844,103923.0484546,0,1308622.99,-4597402.35845
"434",845,103923.0484534,0,1320622.99,-4597402.35845
"435",846,138564.0646012,2,1332622.99,-4597402.35845
"436",847,207846.0969067,0,1344622.99,-4597402.35845
"437",848,138564.0646061,0,1356622.99,-4597402.35845
"438",849,138564.0646029,0,1368622.99,-4597402.35845
"439",850,103923.048457,0,1380622.99,-4597402.35845
"440",851,42443.9336719,0,1392622.99,-4597402.35845
"441",854,72071.5643518,0,1098622.99,-4600866.46007
"442",855,103923.0484546,0,1110622.99,-4600866.46007
"443",856,103923.0484509,0,1122622.99,-4600866.46007
"444",857,207846.0969067,0,1134622.99,-4600866.46007
"445",858,207846.0969019,0,1146622.99,-4600866.46007
"446",859,103923.0484534,0,1158622.99,-4600866.46007
"447",860,103923.0484534,0,1170622.99,-4600866.46007
"448",861,103923.0484558,0,1182622.99,-4600866.46007
"449",862,207846.0969043,0,1194622.99,-4600866.46007
"450",863,103923.0484558,0,1206622.99,-4600866.46007
"451",864,103923.0484534,0,1218622.99,-4600866.46007
"452",865,103923.0484558,0,1230622.99,-4600866.46007
"453",866,103923.048457,0,1242622.99,-4600866.46007
"454",867,207846.0969092,2,1254622.99,-4600866.46007
"455",868,103923.048457,0,1266622.99,-4600866.46007
"456",869,103923.0484558,0,1278622.99,-4600866.46007
"457",870,103923.0484534,0,1290622.99,-4600866.46007
"458",871,103923.0484521,0,1302622.99,-4600866.46007
"459",872,207846.0969092,0,1314622.99,-4600866.46007
"460",873,103923.0484534,0,1326622.99,-4600866.46007
"461",874,103923.0484534,0,1338622.99,-4600866.46007
"462",875,103923.0484509,2,1350622.99,-4600866.46007
"463",876,138564.0646061,0,1362622.99,-4600866.46007
"464",877,207846.0969092,0,1374622.99,-4600866.46007
"465",878,103923.0484534,2,1386622.99,-4600866.46007
"466",879,13113.6744141,0,1398622.99,-4600866.46007
"467",882,415692.1938184,0,1104622.99,-4604330.56168
"468",883,207846.0969141,0,1116622.99,-4604330.56168
"469",884,415692.1938184,0,1128622.99,-4604330.56168
"470",885,415692.1938135,0,1140622.99,-4604330.56168
"471",886,415692.1938232,0,1152622.99,-4604330.56168
"472",887,415692.1938232,0,1164622.99,-4604330.56168
"473",888,207846.0969092,0,1176622.99,-4604330.56168
"474",889,207846.0969116,0,1188622.99,-4604330.56168
"475",890,207846.0969116,0,1200622.99,-4604330.56168
"476",891,207846.0969092,0,1212622.99,-4604330.56168
"477",892,415692.1938184,0,1224622.99,-4604330.56168
"478",893,207846.0969067,0,1236622.99,-4604330.56168
"479",894,207846.0969067,0,1248622.99,-4604330.56168
"480",895,207846.0969067,0,1260622.99,-4604330.56168
"481",896,207846.0969092,0,1272622.99,-4604330.56168
"482",897,415692.1938086,0,1284622.99,-4604330.56168
"483",898,207846.0969116,0,1296622.99,-4604330.56168
"484",899,207846.0969067,0,1308622.99,-4604330.56168
"485",900,207846.0969067,0,1320622.99,-4604330.56168
"486",901,207846.0969067,0,1332622.99,-4604330.56168
"487",902,415692.1938135,0,1344622.99,-4604330.56168
"488",903,207846.0969092,2,1356622.99,-4604330.56168
"489",904,207846.0969092,0,1368622.99,-4604330.56168
"490",905,207846.0969092,0,1380622.99,-4604330.56168
"491",906,99154.6561719,0,1392622.99,-4604330.56168
"492",909,43107.7025037,0,1098622.99,-4607794.6633
"493",910,103923.0484558,0,1110622.99,-4607794.6633
"494",911,138564.0646029,0,1122622.99,-4607794.6633
"495",912,207846.0969092,0,1134622.99,-4607794.6633
"496",913,207846.0969067,0,1146622.99,-4607794.6633
"497",914,138564.0646077,0,1158622.99,-4607794.6633
"498",915,138564.0646029,0,1170622.99,-4607794.6633
"499",916,103923.048457,0,1182622.99,-4607794.6633
"500",917,207846.0969067,0,1194622.99,-4607794.6633
