"","species","pu","amount"
"1064",14,896,929.408439795
"1065",25,896,13.27753623
"1066",14,897,477.128321582
"1067",25,897,14.32076875
"1068",14,898,191.951129785
"1069",12,899,332.622610449
"1070",13,899,68.714865869
"1071",12,900,938.415712793
"1072",13,900,178.307819189
"1073",12,901,244.205376514
"1074",13,901,391.747494385
"1075",12,902,110.165680859
"1076",13,902,464.919058887
"1077",12,903,265.256122754
"1078",13,903,146.814930713
"1079",12,904,152.296222363
"1080",13,904,386.729503467
"1081",11,905,23.225919385
"1082",13,905,272.791070996
"1083",11,906,81.738709082
"1084",18,909,185.133132373
"1085",19,909,14.712909961
"1086",20,909,292.553927148
"1087",17,910,462.488964453
"1088",18,910,573.74813877
"1089",19,910,491.065921533
"1090",20,910,384.655988867
"1091",17,911,126.150312842
"1092",18,911,354.271322559
"1093",19,911,326.455128125
"1094",20,911,153.989253027
"1095",17,912,124.268208057
"1096",18,912,95.54186958
"1097",19,912,237.990984326
"1098",20,912,296.175189941
"1099",17,913,66.644258643
"1100",18,913,227.360855811
"1101",19,913,62.21985625
"1102",20,913,15.317430029
"1103",17,914,50.094926758
"1104",18,914,213.096519629
"1105",19,914,228.373950586
"1106",20,914,69.374500098
"1107",17,915,33.206492627
"1108",18,915,13.865358447
"1109",19,915,24.75613457
"1110",20,915,21.289779004
"1111",22,915,48.403923535
"1112",23,915,167.547087402
"1113",24,915,411.405958838
"1114",22,916,613.920992529
"1115",23,916,559.324463379
"1116",24,916,383.002749902
"1117",22,917,340.094909766
"1118",23,917,508.798720313
"1119",24,917,516.240012744
"1120",22,918,19.772267822
"1121",23,918,7.015154053
"1122",24,918,92.486635303
"1123",25,918,345.377916113
"1124",10,919,1065.714644678
"1125",23,919,4.369382861
"1126",24,919,30.824246631
"1127",25,919,23.174465283
"1128",10,920,4156.921938184
"1129",25,920,29.780647314
"1130",10,921,2272.61362085
"1131",25,921,45.979496289
"1132",14,922,156.138018164
"1133",25,922,40.326393115
"1134",14,923,220.741737598
"1135",14,924,48.991165479
"1136",25,924,26.454600049
"1137",14,925,503.175895752
"1138",12,926,132.025926807
"1139",13,926,22.814497754
"1140",14,926,125.287372412
"1141",12,927,44.792145801
"1142",13,927,92.679468652
"1143",12,928,198.185063232
"1144",13,928,203.330058398
"1145",12,929,548.577912012
"1146",13,929,179.900212305
"1147",12,930,131.166574121
"1148",13,930,257.236690576
"1149",12,931,226.680730029
"1150",13,931,332.432750732
"1151",12,932,260.418279541
"1152",13,932,45.5351375
"1153",11,933,219.014125098
"1154",13,933,40.213422705
"1155",17,937,211.090526563
"1156",18,937,289.544511816
"1157",19,937,626.740170166
"1158",20,937,261.712810791
"1159",17,938,97.30750083
"1160",18,938,326.572034082
"1161",19,938,312.061564941
"1162",20,938,1.025114307
"1163",17,939,55.482538916
"1164",18,939,110.370657666
"1165",19,939,265.477954443
"1166",20,939,92.086271338
"1167",17,940,24.80857998
"1168",18,940,382.535325146
"1169",19,940,69.721087402
"1170",20,940,0.640380859
"1171",17,941,58.311488818
"1172",18,941,598.064560645
"1173",19,941,13.283039844
"1174",20,941,0.762797363
"1175",17,942,29.566604248
"1176",18,942,54.467794189
"1177",19,942,184.757117725
"1178",20,942,145.361718311
"1179",22,942,23.832481885
"1180",23,942,3
"1181",24,942,24.211920264
"1182",17,943,174.539372656
"1183",18,943,129.967926416
"1184",19,943,84.582178662
"1185",20,943,106.186598633
"1186",22,943,140.460289795
"1187",23,943,227.180974805
"1188",24,943,79.963838818
"1189",22,944,645.161773975
"1190",23,944,709.433904443
"1191",24,944,612.063457764
"1192",22,945,227.782468555
"1193",23,945,15.261881006
"1194",24,945,125.259646289
"1195",25,945,137.125264648
"1196",22,946,47.110022852
"1197",23,946,298.317892871
"1198",24,946,196.607309814
"1199",25,946,304.55935498
"1200",10,947,2045.021241699
"1201",25,947,1692.905245898
"1202",10,948,2710.834098535
"1203",25,948,40.996778125
"1204",25,949,321.61144873
"1205",14,950,183.761295459
"1206",14,951,102.561972168
"1207",14,952,261.707787549
"1208",14,953,224.115889502
"1209",12,954,112.8644021
"1210",13,954,3.081772168
"1211",12,955,190.311702344
"1212",13,955,263.02630249
"1213",12,956,178.505220801
"1214",13,956,627.193414941
"1215",12,957,213.695291846
"1216",13,957,556.638370166
"1217",12,958,188.91840752
"1218",13,958,192.255094678
"1219",12,959,355.821259375
"1220",13,959,1083.071900146
"1221",12,960,258.85772876
"1222",13,960,12.702411768
"1223",11,961,8.035644287
"1224",19,964,144.957807959
"1225",20,964,106.959664111
"1226",17,965,8.635314795
"1227",18,965,184.320616797
"1228",19,965,95.796444531
"1229",20,965,147.395123975
"1230",17,966,251.272054883
"1231",18,966,225.028697363
"1232",19,966,410.772017383
"1233",20,966,27.214504492
"1234",17,967,128.428768848
"1235",18,967,357.405812451
"1236",19,967,452.16048877
"1237",20,967,62.567575342
"1238",17,968,113.198036084
"1239",18,968,604.782763672
"1240",19,968,36.905634131
"1241",20,968,11.999999902
"1242",17,969,203.060402686
"1243",18,969,200.448430322
"1244",19,969,267.265351709
"1245",20,969,264.105221338
"1246",17,970,84.953983447
"1247",18,970,392.529471436
"1248",19,970,51.427665088
"1249",20,970,183.686127734
"1250",22,970,6.781686914
"1251",23,970,110.004875439
"1252",24,970,46.111269482
"1253",22,971,687.403367725
"1254",23,971,574.394460547
"1255",24,971,415.18953916
"1256",22,972,475.389085449
"1257",23,972,396.701358936
"1258",24,972,578.824638379
"1259",25,972,57.477871533
"1260",22,973,82.686828516
"1261",23,973,165.945885205
"1262",24,973,50.54333374
"1263",25,973,82.418862598
"1264",22,974,31.580304785
"1265",23,974,46.268560059
"1266",24,974,148.613500537
"1267",25,974,162.664181885
"1268",10,975,1046.246567627
"1269",25,975,352.466526221
"1270",25,976,275.869004248
"1271",25,977,20.541138818
"1272",14,978,40.535943945
"1273",14,979,357.081415674
"1274",14,980,41.247332715
"1275",13,981,2.642329688
"1276",14,981,686.97842085
"1277",12,982,79.196252246
"1278",13,982,33.883022852
"1279",12,983,81.93619751
"1280",13,983,421.928408984
"1281",12,984,282.769107764
"1282",13,984,271.852712207
"1283",12,985,118.745171875
"1284",13,985,313.222871924
"1285",12,986,225.276747461
"1286",13,986,393.539449414
"1287",11,987,1403.092860742
"1288",12,987,411.739407471
"1289",13,987,33.941645605
"1290",11,988,15.477169824
"1291",17,992,76.408644678
"1292",18,992,171.907686475
"1293",19,992,343.719164844
"1294",20,992,56.660524805
"1295",17,993,77.8033146
"1296",18,993,114.709465039
"1297",19,993,345.674016992
"1298",20,993,40.493423242
"1299",17,994,75.121030469
"1300",18,994,54.693182031
"1301",19,994,347.699754834
"1302",20,994,32.667634619
"1303",17,995,145.07492417
"1304",18,995,330.968850684
"1305",19,995,40.909969531
"1306",20,995,5.177441797
"1307",17,996,80.70673252
"1308",18,996,508.765462158
"1309",19,996,343.594547852
"1310",20,996,357.092996191
"1311",17,997,267.571886914
"1312",18,997,218.941616992
"1313",19,997,192.334489746
"1314",20,997,140.403373926
"1315",22,997,10.205744775
"1316",23,997,38.188106885
"1317",24,997,9.9757271
"1318",17,998,8.399541162
"1319",22,998,1039.33367915
"1320",23,998,553.752418896
"1321",24,998,133.434787207
"1322",22,999,323.962939258
"1323",23,999,778.740382666
"1324",24,999,338.252696289
"1325",25,1000,54.850763623
"1326",22,1001,55.109209766
"1327",23,1001,111.96191582
"1328",24,1001,183.485658252
"1329",25,1001,408.890391211
"1330",22,1002,20.393440381
"1331",23,1002,87.736142041
"1332",24,1002,137.299464111
"1333",25,1002,383.128112939
"1334",25,1003,230.409268555
"1335",25,1004,253.954632129
"1336",14,1005,204.423082031
"1337",25,1005,15.311488965
"1338",14,1006,154.942251172
"1339",14,1007,355.191461133
"1340",14,1008,28.440494189
"1341",13,1009,86.39694834
"1342",14,1009,196.014717529
"1343",12,1010,137.45268999
"1344",13,1010,143.961343799
"1345",12,1011,42.550981152
"1346",13,1011,87.891267773
"1347",12,1012,286.891265137
"1348",13,1012,578.264065674
"1349",12,1013,259.44601084
"1350",13,1013,723.02725708
"1351",12,1014,368.359875439
"1352",13,1014,15.733105518
"1353",11,1015,10
"1354",17,1020,645.040733936
"1355",18,1020,545.709991943
"1356",19,1020,155.821048682
"1357",20,1020,253.523202295
"1358",17,1021,256.013548096
"1359",18,1021,561.072522852
"1360",19,1021,373.755923486
"1361",20,1021,70.546418359
"1362",17,1022,302.036358496
"1363",18,1022,241.828343604
"1364",19,1022,291.350112793
"1365",20,1022,178.872064307
"1366",17,1023,42.191096777
"1367",18,1023,456.658826904
"1368",19,1023,99.273145264
"1369",20,1023,6.529758594
"1370",17,1024,237.617569434
"1371",18,1024,409.343710693
"1372",19,1024,378.46686792
"1373",20,1024,427.811027148
"1374",22,1025,185.317565576
"1375",23,1025,272.401772168
"1376",24,1025,369.512443701
"1377",22,1026,1938.513216797
"1378",23,1026,735.558431885
"1379",24,1026,72.470581982
"1380",22,1027,716.73777251
"1381",23,1027,435.197420166
"1382",24,1027,163.029267236
"1383",25,1027,60.224036768
"1384",22,1028,148.492736768
"1385",23,1028,289.775054492
"1386",24,1028,380.726924023
"1387",25,1028,110.653709717
"1388",22,1029,109.553389697
"1389",23,1029,304.734613428
"1390",24,1029,79.03322998
"1391",25,1029,176.260654199
"1392",22,1030,19.322854199
"1393",23,1030,99.469902734
"1394",24,1030,51.474348877
"1395",25,1030,267.981614258
"1396",25,1031,148.594127344
"1397",25,1032,45.544358154
"1398",14,1033,440.165135205
"1399",25,1033,14.161549316
"1400",14,1034,428.820840234
"1401",14,1035,139.365622852
"1402",14,1036,65.67282627
"1403",12,1037,2.99999585
"1404",13,1037,7.186494043
"1405",12,1038,13.669789746
"1406",13,1038,25.956273438
"1407",12,1039,46.654586865
"1408",13,1039,375.665863623
"1409",12,1040,342.604575098
"1410",13,1040,330.016503662
"1411",12,1041,151.08541167
"1412",13,1041,592.368182617
"1413",12,1042,55.133512744
"1414",13,1042,1.837241846
"1415",11,1043,32.238164111
"1416",17,1047,30.622450098
"1417",18,1047,1.807955566
"1418",19,1047,20.663075342
"1419",20,1047,8.886243164
"1420",17,1048,456.006637207
"1421",18,1048,439.391167383
"1422",19,1048,98.053115039
"1423",20,1048,23.078209375
"1424",17,1049,504.372418945
"1425",18,1049,549.562766455
"1426",19,1049,297.078012061
"1427",20,1049,129.65941001
"1428",17,1050,313.975766504
"1429",18,1050,524.04574707
"1430",19,1050,84.957693066
"1431",20,1050,77.636163672
"1432",17,1051,115.300971094
"1433",18,1051,354.050099854
"1434",19,1051,160.679858887
"1435",20,1051,147.315553271
"1436",17,1052,187.75055415
"1437",18,1052,174.800015186
"1438",19,1052,225.421726807
"1439",20,1052,80.432012549
"1440",22,1052,629.652839746
"1441",23,1052,79.613691064
"1442",24,1052,345.473276855
"1443",22,1053,770.946117432
"1444",23,1053,308.884057959
"1445",24,1053,336.236831787
"1446",22,1054,213.294545752
"1447",23,1054,922.480755859
"1448",24,1054,194.133501855
"1449",22,1055,59.503951318
"1450",23,1055,131.843100293
"1451",24,1055,146.583844922
"1452",25,1055,96.116645654
"1453",25,1056,421.287994482
"1454",22,1057,121.468563867
"1455",23,1057,773.739937598
"1456",24,1057,17.095168164
"1457",22,1058,144.343760303
"1458",23,1058,183.93972793
"1459",24,1058,32.926013818
"1460",25,1058,419.799763574
"1461",25,1059,94.755807568
"1462",25,1060,120.739231836
"1463",14,1061,256.233688184
"1464",14,1062,115.150218799
"1465",14,1063,96.39988374
"1466",13,1064,2.999999902
"1467",14,1064,252.487386963
"1468",12,1065,17.197176025
"1469",13,1065,53.99182168
"1470",13,1066,23.428952637
"1471",13,1067,717.510142432
"1472",12,1068,125.011159229
"1473",13,1068,121.510174707
"1474",12,1069,12.084300684
"1475",13,1069,44.588026416
"1476",11,1070,1579.567946777
"1477",12,1070,72.468130273
"1478",13,1070,19.984131006
"1479",17,1075,279.697355273
"1480",18,1075,150.706999561
"1481",19,1075,369.422054346
"1482",20,1075,37.279176904
"1483",17,1076,253.42439082
"1484",18,1076,146.241745557
"1485",19,1076,334.78168501
"1486",20,1076,30.638355615
"1487",17,1077,380.620617725
"1488",18,1077,250.126540723
"1489",19,1077,494.536273682
"1490",20,1077,131.225214014
"1491",17,1078,424.259971045
"1492",18,1078,350.222268555
"1493",19,1078,211.33993999
"1494",20,1078,30.494159863
"1495",22,1078,10.557583057
"1496",23,1078,39.45442002
"1497",24,1078,1.147975732
"1498",17,1079,85.242082373
"1499",18,1079,357.362544629
"1500",19,1079,331.426784082
"1501",20,1079,214.480481494
"1502",22,1079,68.685393555
"1503",17,1080,56.233773926
"1504",18,1080,25.714308643
"1505",19,1080,102.803327588
"1506",20,1080,82.406920801
"1507",22,1080,661.904706006
"1508",23,1080,102.679858838
"1509",24,1080,136.688179883
"1510",22,1081,347.00017207
"1511",23,1081,346.852966064
"1512",24,1081,98.701083398
"1513",22,1082,179.429407813
"1514",23,1082,156.559656982
"1515",24,1082,12.426624023
"1516",25,1082,250.277090479
"1517",22,1083,179.774468311
"1518",23,1083,122.698086768
"1519",24,1083,407.4793625
"1520",25,1083,150.882072754
"1521",22,1084,335.878618604
"1522",23,1084,220.932640723
"1523",24,1084,119.792766016
"1524",25,1084,8.759951855
"1525",22,1085,107.913942871
"1526",23,1085,557.589642773
"1527",24,1085,24.814296875
"1528",25,1085,4.517923438
"1529",23,1086,54.54823584
"1530",24,1086,2.926145996
"1531",25,1086,146.294256738
"1532",22,1087,8.656250049
"1533",23,1087,22.168321631
"1534",24,1087,12.552868359
"1535",25,1087,164.57986626
"1536",14,1088,428.619916113
"1537",25,1088,243.002103174
"1538",14,1089,55.312157422
"1539",14,1090,68.246482031
"1540",14,1091,114.886562988
"1541",12,1092,16.240856299
"1542",13,1092,123.458544287
"1543",14,1092,39.523124902
"1544",13,1093,0.684691406
"1545",13,1094,123.033122852
"1546",12,1095,23.707642188
"1547",13,1095,165.781438672
"1548",12,1096,59.597199463
"1549",13,1096,354.220953564
"1550",12,1097,508.103348877
"1551",13,1097,100.346179785
"1552",10,1098,272.958000293
"1553",11,1098,168.338604736
"1554",17,1103,133.778693018
"1555",18,1103,56.945586768
"1556",19,1103,495.763695605
"1557",20,1103,5.15351709
"1558",17,1104,149.756007031
"1559",18,1104,108.329466309
"1560",19,1104,278.760153564
"1561",20,1104,163.496122607
"1562",17,1105,106.472718896
"1563",18,1105,78.549844629
"1564",19,1105,126.722539111
"1565",20,1105,121.69570415
"1566",22,1105,54.128634326
"1567",23,1105,45.412859424
"1568",24,1105,104.411967285
"1569",17,1106,20.782001172
"1570",18,1106,9.849122705
"1571",19,1106,5.999999707
"1572",20,1106,15.187968848
"1573",22,1106,20.750225049
"1574",23,1106,113.566899316
"1575",24,1106,230.606345654
"1576",17,1107,706.322024561
"1577",18,1107,314.45911748
"1578",19,1107,432.465037598
"1579",20,1107,445.178831885
"1580",17,1108,260.810941504
"1581",18,1108,200.815326172
"1582",19,1108,108.193444092
"1583",20,1108,91.517248682
"1584",22,1108,235.769348633
"1585",23,1108,589.095673535
"1586",24,1108,311.184003223
"1587",22,1109,113.749874951
"1588",23,1109,411.496131396
"1589",24,1109,638.343664404
"1590",25,1109,172.847518311
"1591",22,1110,282.560545801
"1592",23,1110,555.572661377
"1593",24,1110,243.890055957
"1594",22,1111,79.73190835
"1595",23,1111,284.655766504
"1596",24,1111,1.661072119
"1597",25,1111,41.906285889
"1598",22,1112,68.13970957
"1599",23,1112,323.465267676
"1600",22,1113,360.359145264
"1601",23,1113,124.923859863
"1602",24,1113,107.296108936
"1603",25,1113,28.91499502
"1604",22,1114,122.885684961
"1605",23,1114,146.57713457
"1606",24,1114,17.642623145
"1607",25,1114,95.249294775
"1608",22,1115,225.377204492
"1609",23,1115,150.651677393
"1610",24,1115,124.312355762
"1611",25,1115,132.868988672
"1612",14,1116,615.010480225
"1613",14,1117,37.261536523
"1614",14,1118,70.748096045
"1615",13,1119,0.952052393
"1616",14,1119,444.174335938
"1617",13,1120,191.882911426
"1618",13,1121,67.979495068
"1619",13,1122,251.599626563
"1620",12,1123,313.490604736
"1621",13,1123,232.854015771
"1622",12,1124,32.027339063
"1623",13,1124,147.237515186
"1624",10,1125,129.222253711
"1625",12,1125,64.433516553
"1626",13,1125,30.904463037
"1627",19,1130,231.961292285
"1628",20,1130,2.640380713
"1629",17,1131,389.862417383
"1630",18,1131,15.86166709
"1631",19,1131,267.588412305
"1632",20,1131,131.600257129
"1633",17,1132,82.60327417
"1634",18,1132,48.843474951
"1635",19,1132,321.685142236
"1636",20,1132,277.652116211
"1637",22,1133,17.759867627
"1638",23,1133,47.701779736
"1639",24,1133,115.074668896
"1640",17,1134,15.812255957
"1641",18,1134,73.933759912
"1642",19,1134,59.402409033
"1643",20,1134,72.910131201
"1644",22,1134,132.129910889
"1645",23,1134,262.18071416
"1646",24,1134,236.296199658
"1647",17,1135,492.59163623
"1648",18,1135,507.068312744
"1649",19,1135,593.940008447
"1650",20,1135,375.373653027
"1651",17,1136,10.863004297
"1652",18,1136,102.960870654
"1653",19,1136,53.329392432
"1654",20,1136,3.991856836
"1655",22,1136,305.30574834
"1656",23,1136,184.673678027
"1657",24,1136,390.268927051
"1658",22,1137,175.979174756
"1659",23,1137,228.630316797
"1660",24,1137,82.131441748
"1661",25,1137,679.33265127
"1662",22,1138,52.655813184
"1663",23,1138,82.391663379
"1664",24,1138,62.918683008
"1665",25,1138,107.606578906
"1666",22,1139,402.019279297
"1667",23,1139,156.925125537
"1668",22,1140,24.837405566
"1669",23,1140,318.411513428
"1670",22,1141,164.360440039
"1671",23,1141,467.908326123
"1672",24,1141,212.17509043
"1673",25,1141,11.914130371
"1674",22,1142,140.799067383
"1675",23,1142,980.282755908
"1676",24,1142,82.464305176
"1677",25,1142,5.829412695
"1678",14,1143,137.954386572
"1679",22,1143,8.3009875
"1680",23,1143,79.049173096
"1681",24,1143,178.894247412
"1682",25,1143,212.453062891
"1683",14,1144,318.91727373
"1684",14,1145,51.255840771
"1685",14,1146,203.645401416
"1686",12,1147,21.187467871
"1687",13,1147,179.625791797
"1688",14,1147,144.824959766
"1689",13,1148,37.662411572
"1690",13,1149,3.400182129
"1691",12,1150,158.301535889
"1692",13,1150,34.155148926
"1693",14,1150,500.128080273
"1694",13,1151,80.019151611
"1695",12,1152,9.908280371
"1696",13,1152,172.038981543
"1697",10,1153,3373.570700977
"1698",11,1153,20.754005615
"1699",13,1153,12.290525537
"1700",17,1158,5.684410254
"1701",19,1158,322.679567188
"1702",20,1158,7.640380859
"1703",17,1159,237.663297656
"1704",18,1159,43.469464404
"1705",19,1159,540.098631592
"1706",20,1159,125.683327051
"1707",17,1160,181.15350083
"1708",18,1160,176.943832764
"1709",19,1160,174.78951001
"1710",20,1160,44.42423042
"1711",22,1160,164.167387256
"1712",23,1160,47.739765576
"1713",24,1160,110.549477393
"1714",22,1161,165.577401904
"1715",23,1161,126.638371484
"1716",24,1161,88.397986084
"1717",17,1162,161.897172754
"1718",18,1162,501.419242285
"1719",19,1162,394.950916846
"1720",20,1162,193.838820459
"1721",22,1162,99.043919434
"1722",23,1162,313.794252588
"1723",24,1162,186.612602441
"1724",17,1163,142.742247217
"1725",18,1163,509.784867383
"1726",19,1163,134.343209033
"1727",20,1163,162.573949268
"1728",22,1163,3.366296729
"1729",23,1163,85.418995557
"1730",24,1163,10.348335254
"1731",22,1164,587.241387402
"1732",23,1164,73.103846387
"1733",24,1164,41.164901807
"1734",25,1164,416.05885332
"1735",22,1165,289.871284277
"1736",23,1165,297.809632275
"1737",24,1165,260.391600244
"1738",25,1165,7.857876318
"1739",22,1166,114.39455957
"1740",23,1166,102.707509912
"1741",24,1166,60.228965283
"1742",25,1166,71.64095625
"1743",22,1167,104.438101221
"1744",23,1167,539.821597168
"1745",22,1168,4.024988428
"1746",23,1168,178.776770459
"1747",22,1169,283.798278076
"1748",23,1169,273.532603174
"1749",24,1169,0.640380859
"1750",22,1170,50.81293877
"1751",23,1170,228.887226367
"1752",24,1170,225.183914844
"1753",14,1171,201.527672559
"1754",14,1172,44.574934033
"1755",14,1173,179.604615771
"1756",14,1174,151.551078809
"1757",13,1175,771.605656152
"1758",13,1176,19.696243848
"1759",12,1177,100.259108594
"1760",13,1177,21.829092236
"1761",12,1178,63.33073042
"1762",13,1178,434.493017822
"1763",14,1178,86.561538135
"1764",13,1179,73.874615137
"1765",10,1180,2959.900337549
"1766",12,1180,286.855473291
"1767",13,1180,282.670498828
"1768",10,1181,1.190049316
"1769",17,1186,137.176716992
"1770",18,1186,210.14143042
"1771",19,1186,440.86428291
"1772",20,1186,198.274483691
"1773",17,1187,126.0750646
"1774",18,1187,85.233626514
"1775",19,1187,263.65669458
"1776",20,1187,154.980035986
"1777",22,1188,17.619811914
"1778",23,1188,28.420257275
"1779",24,1188,178.023875781
"1780",22,1189,245.029511572
"1781",23,1189,329.640404541
"1782",24,1189,321.913765967
"1783",17,1190,49.405086914
"1784",18,1190,254.488650781
"1785",19,1190,376.973233594
"1786",20,1190,306.983223682
"1787",22,1190,557.999157715
"1788",23,1190,449.884526758
"1789",24,1190,420.175446533
"1790",17,1191,278.604375928
"1791",18,1191,284.935022852
"1792",19,1191,60.923516699
"1793",20,1191,1.365405615
"1794",22,1191,339.746309131
"1795",23,1191,3.650144678
"1796",24,1191,128.590576465
"1797",22,1192,272.355252686
"1798",23,1192,243.769097607
"1799",24,1192,184.820112939
"1800",22,1193,298.727499707
"1801",23,1193,20.074238135
"1802",24,1193,44.787697412
"1803",25,1193,203.662693066
"1804",22,1194,361.627339014
"1805",23,1194,541.037297559
"1806",23,1195,360.180765625
"1807",22,1196,26.985435254
"1808",23,1196,498.298253564
"1809",22,1197,6.753407324
"1810",23,1197,672.744273535
"1811",24,1197,111.485068115
"1812",14,1198,57.387567627
"1813",22,1198,2.999713916
"1814",24,1198,1.965453223
"1815",25,1198,6.493888037
"1816",14,1199,158.875490332
"1817",14,1200,462.107786768
"1818",14,1201,316.591028125
"1819",13,1202,94.334640234
"1820",14,1202,818.371146045
"1821",13,1203,230.029175293
"1822",13,1204,3421.425317578
"1823",14,1204,668.420179395
"1824",14,1205,118.866573535
"1825",13,1206,13.466086865
"1826",14,1206,2.143841016
"1827",10,1207,1150.036234473
"1828",13,1207,72.964560547
"1829",15,1207,61.569080225
"1830",16,1207,80.567921338
"1831",10,1208,2140.479105908
"1832",11,1208,74.463877393
"1833",12,1208,131.981281592
"1834",13,1208,777.102719238
"1835",17,1214,202.090730859
"1836",18,1214,468.047561523
"1837",19,1214,411.68383335
"1838",20,1214,291.246688672
"1839",17,1215,84.76314668
"1840",18,1215,297.342689404
"1841",19,1215,176.236677637
"1842",20,1215,13.356574072
"1843",22,1215,1009.854717285
"1844",23,1215,6.371948193
"1845",24,1215,13.227437061
"1846",22,1216,384.201973145
"1847",23,1216,112.266898633
"1848",24,1216,199.72396875
"1849",18,1217,0.815479297
"1850",19,1217,1.224788428
"1851",20,1217,0.085758691
"1852",22,1217,258.245769336
"1853",23,1217,365.508134619
"1854",24,1217,321.895749805
"1855",17,1218,321.86030249
"1856",18,1218,219.480615576
"1857",19,1218,49.409763818
"1858",20,1218,34.70709248
"1859",22,1218,329.435046387
"1860",23,1218,330.988473535
"1861",24,1218,174.683334131
"1862",22,1219,284.705890625
"1863",23,1219,29.462778516
"1864",24,1219,203.348636182
"1865",22,1220,520.927012598
"1866",23,1220,267.099710938
"1867",24,1220,44.23056582
"1868",22,1221,99.533534326
"1869",23,1221,170.590891211
"1870",24,1221,35.379262549
"1871",22,1222,51.780254395
"1872",23,1222,184.153773047
"1873",24,1222,37.633904834
"1874",22,1223,0.640380908
"1875",23,1223,88.3127104
"1876",23,1224,4.009763672
"1877",24,1224,10.725008984
"1878",22,1225,3.28076167
"1879",23,1225,482.885671582
"1880",24,1225,7.577145703
"1881",14,1226,81.627523926
"1882",23,1226,470.268174805
"1883",25,1226,1.378046631
"1884",14,1227,211.295300879
"1885",14,1228,186.322793066
"1886",14,1229,66.995452881
"1887",13,1230,215.698135156
"1888",14,1230,48.845845703
"1889",13,1231,126.556412207
"1890",14,1231,8.229328516
"1891",13,1232,43.13382002
"1892",14,1232,1315.653884473
"1893",14,1233,65.562737061
"1894",12,1234,19.213542969
"1895",13,1234,26.788164014
"1896",15,1234,201.863247266
"1897",16,1234,0.684691406
"1898",10,1235,4156.921938135
"1899",12,1235,98.753386084
"1900",15,1235,172.948582373
"1901",16,1235,112.042253174
"1902",17,1241,280.418946289
"1903",18,1241,79.637188281
"1904",19,1241,209.581290381
"1905",20,1241,120.812126367
"1906",17,1242,337.034088477
"1907",18,1242,57.524275781
"1908",19,1242,158.887806885
"1909",20,1242,39.232065088
"1910",17,1243,814.929853809
"1911",18,1243,71.514100244
"1912",19,1243,103.706582129
"1913",20,1243,29.80012207
"1914",22,1243,20.185465088
"1915",23,1243,202.921540479
"1916",24,1243,286.973963867
"1917",22,1244,199.783494971
"1918",23,1244,240.313017871
"1919",24,1244,337.531243555
"1920",22,1245,476.567607764
"1921",23,1245,230.796906982
"1922",24,1245,577.746327637
"1923",17,1246,171.710144189
"1924",18,1246,93.303283789
"1925",19,1246,126.977234619
"1926",22,1246,643.221610156
"1927",23,1246,41.245960254
"1928",24,1246,214.969250928
"1929",22,1247,325.264197021
"1930",23,1247,19.260495947
"1931",24,1247,63.717492041
"1932",22,1248,334.891149023
"1933",23,1248,143.400671973
"1934",24,1248,155.377230908
"1935",22,1249,5.800731689
"1936",23,1249,501.572594971
"1937",24,1249,72.185648389
"1938",23,1250,84.742492041
"1939",24,1250,5.36938291
"1940",23,1251,373.237133984
"1941",24,1251,28.589636328
"1942",23,1252,331.220220068
"1943",14,1253,27.620234814
"1944",22,1253,1.34122749
"1945",23,1253,300.341807568
"1946",25,1253,138.790115283
"1947",14,1254,172.684105566
"1948",14,1255,85.317562842
"1949",14,1256,329.191152393
"1950",14,1257,764.3629646
"1951",13,1258,118.587655859
"1952",14,1258,61.058354492
"1953",13,1259,179.702180908
"1954",14,1259,213.31388584
"1955",13,1260,3.056980664
"1956",14,1260,461.252530518
"1957",12,1261,41.913324219
"1958",13,1261,73.783748047
"1959",14,1261,13.846199268
"1960",15,1261,32.747101074
"1961",16,1261,142.556926709
"1962",10,1262,3902.442955078
"1963",12,1262,8.258085547
"1964",13,1262,73.857830469
"1965",15,1262,122.320982764
"1966",16,1262,469.245640918
"1967",10,1263,803.384348145
"1968",11,1263,17.888241016
"1969",15,1263,6.158145068
"1970",16,1263,20.302366162
"1971",17,1269,51.673620264
"1972",18,1269,613.994911963
"1973",19,1269,125.846175098
"1974",20,1269,30.092315625
"1975",17,1270,622.470091162
"1976",18,1270,222.146752832
"1977",19,1270,293.881476416
"1978",20,1270,2.556538818
"1979",17,1271,81.57360498
"1980",18,1271,15.832765283
"1981",19,1271,8.342630908
"1982",20,1271,43.983004932
"1983",22,1271,1053.142842529
"1984",23,1271,1
"1985",24,1271,93.732015137
"1986",22,1272,334.946228125
"1987",23,1272,405.323570605
"1988",24,1272,158.109519873
"1989",22,1273,380.234656104
"1990",23,1273,274.666601025
"1991",24,1273,370.392868848
"1992",22,1274,194.626432471
"1993",23,1274,196.391116016
"1994",24,1274,50.962543945
"1995",22,1275,317.430927881
"1996",23,1275,224.740277197
"1997",24,1275,38.387634961
"1998",22,1276,65.765750049
"1999",23,1276,317.956101416
"2000",24,1276,20.90880835
"2001",23,1277,385.434288428
"2002",24,1277,0.640380908
"2003",23,1278,863.251847754
"2004",24,1278,0.684691406
"2005",23,1279,386.923137598
"2006",24,1279,0.640380859
"2007",23,1280,26.340059814
"2008",24,1280,1
"2009",14,1281,436.778067188
"2010",23,1281,255.558983447
"2011",24,1281,15.19760127
"2012",14,1282,11.8046729
